,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
47429,3,3,50,5,Москва,36,9,Toyota,RAV4,149.0,0,1187315.0,N,M,2,2,1S,0,1,1,0,32.5,0,1,0.0,Москва,-1.0
47430,12,12,52,6,Санкт-Петербург,50,25,Kia,Rio,107.0,1,544606.0,261,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,0.04
47445,11,11,52,6,Москва,33,14,Kia,Rio,123.0,1,490683.0,360,F,0,0,0,0,1,0,0,0.0,0,1,0.0,Московская,-0.3
47450,8,8,50,5,Москва,31,7,Renault,Scenic,135.0,0,491400.0,N,M,0,0,0,0,1,1,0,0.0,0,4,10000.0,Москва,-1.0
47463,9,9,52,6,Москва,39,16,Nissan,Murano,249.0,1,1448654.0,326,F,1S,1S,0,0,1,0,0,25.0,0,1,0.0,Москва,0.0
47464,9,9,50,5,Москва,33,10,Chevrolet,Aveo,72.0,0,228475.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-1.0
47466,8,8,52,6,Санкт-Петербург,28,5,Kia,Sportage,150.0,0,814158.0,509,M,2,1S,2,1S,1,1,0,6.5,0,3,0.0,Санкт-Петербург,0.0
47473,8,8,53,6,Санкт-Петербург,53,8,Skoda,Yeti,152.0,1,876928.0,N,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.03
47475,12,12,50,5,Москва,35,16,Nissan,Pathfinder,190.0,0,1115100.0,N,M,1L,1L,0,0,0,1,0,5.0,0,3,10000.0,Москва,0.35
47486,4,4,53,6,Санкт-Петербург,57,23,Audi,Q3,170.0,0,1157840.0,948,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.0
47499,10,10,50,5,Санкт-Петербург,49,20,Jeep,Grand Cherokee,286.0,0,2305000.0,N,F,0,0,N,N,1,1,0,0.0,0,0,10000.0,Санкт-Петербург,-0.1
47501,10,10,53,6,Санкт-Петербург,32,10,Hyundai,Santa Fe,197.0,1,1989000.0,485,M,4+,4+,N,N,0,1,0,9.4,0,0,0.0,Санкт-Петербург,0.72
47506,3,3,55,6,Москва,32,10,Mitsubishi,Outlander,146.0,0,985836.0,1096,M,3,3,0,0,1,1,0,14.33333333,0,1,0.0,Москва,1.27
47507,3,3,52,6,Москва,44,24,Kia,Rio,123.0,1,464038.0,360,F,0,0,0,0,1,1,0,2.0,0,1,0.0,Москва,-0.01
47512,10,10,52,6,Санкт-Петербург,29,4,Lexus,RX,188.0,1,2031000.0,1189,M,2,2,N,N,0,0,0,5.0,0,0,0.0,Санкт-Петербург,0.0
47515,8,8,53,6,Москва,29,2,Kia,Ceed,122.0,1,453756.0,264,M,0,0,1L,0,0,0,0,0.0,0,3,0.0,Московская,0.0
47520,3,3,13,1,Санкт-Петербург,44,7,Ford,Focus,116.0,0,453600.0,616,M,0,0,0,0,0,0,0,0.0,0,2,30000.0,Санкт-Петербург,-1.0
47525,12,12,50,5,Москва,29,4,Opel,Meriva,119.0,0,850590.0,N,M,1L,0,N,N,1,0,0,2.0,0,0,12500.0,Московская,-0.07
47526,10,10,52,6,Санкт-Петербург,55,26,Kia,Ceed,129.0,1,729900.0,245,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.37
47528,6,6,53,6,Москва,31,11,Renault,Duster,135.0,0,454689.0,N,F,1L,1L,0,0,1,1,0,16.0,0,3,0.0,Москва,-0.66
47537,8,8,50,5,Санкт-Петербург,33,15,Ssang Yong,Kyron,141.0,0,707625.0,N,M,0,0,0,0,1,1,0,0.0,0,2,10000.0,Санкт-Петербург,0.0
47538,9,9,50,5,Москва,26,6,Mitsubishi,Pajero,178.0,0,1161000.0,N,M,0,0,0,0,1,1,0,0.0,0,3,50000.0,Москва,0.0
47539,12,12,46,1,Санкт-Петербург,44,11,Nissan,Qashqai,114.0,0,617400.0,160,F,0,0,0,0,0,1,0,0.0,0,4,0.0,Санкт-Петербург,0.06
47557,11,11,50,5,Москва,42,20,Kia,Ceed,129.0,1,700000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,10000.0,Москва,-0.05
47558,11,11,50,5,Москва,32,4,Volkswagen,Touareg,251.0,0,1875627.0,N,M,1L,1L,3,1S,1,1,0,49.0,0,3,0.0,Московская,0.05
47573,9,9,52,6,Санкт-Петербург,31,12,Renault,Duster,90.0,0,792500.0,171,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Ленинградская,-0.06
47575,9,9,53,6,Санкт-Петербург,26,8,Hyundai,i30,130.0,1,689900.0,1200,M,1L,1L,N,N,1,0,0,35.0,0,0,10000.0,Ленинградская,-0.28
47584,8,8,52,6,Санкт-Петербург,50,14,Renault,Logan,75.0,1,449000.0,171,M,0,0,N,N,1,0,0,0.0,0,0,15000.0,Ленинградская,-0.34
47586,11,11,52,6,Санкт-Петербург,42,10,Opel,Antara,167.0,1,1094500.0,782,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.16
47591,9,9,6,4,Санкт-Петербург,31,9,Audi,A6,210.0,0,911250.0,1330,F,1S,1S,0,0,1,0,0,4.0,0,6,0.0,Санкт-Петербург,-0.03
47592,9,9,52,6,Санкт-Петербург,46,20,Renault,Sandero,84.0,0,446203.0,171,M,0,0,N,N,0,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.01
47598,6,5,52,6,Москва,42,14,Toyota,RAV4,146.0,0,914673.0,910,F,0,0,1L,0,0,0,0,0.0,0,2,0.0,Москва,0.0
47613,10,10,50,5,Санкт-Петербург,29,10,Ssang Yong,Kyron,141.0,0,820000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.1
47617,8,8,14,1,Москва,30,5,Renault,Scenic,113.0,0,369000.0,405,F,0,0,0,0,0,0,0,0.0,0,3,30000.0,Московская,0.0
47619,10,10,53,6,Санкт-Петербург,36,7,Hyundai,Solaris,123.0,1,591800.0,485,M,1L,1L,N,N,0,1,0,3.0,0,0,15000.0,Санкт-Петербург,0.0
47628,8,8,52,6,Санкт-Петербург,42,16,Volkswagen,Tiguan,150.0,0,761810.0,516,F,1S,1S,0,0,0,1,0,8.0,0,2,0.0,Санкт-Петербург,0.0
47634,12,11,52,6,Санкт-Петербург,55,37,Kia,Sportage,150.0,0,1064900.0,261,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
47640,10,10,21,1,Санкт-Петербург,39,13,Nissan,Qashqai,144.0,1,969326.0,100,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Ленинградская,-0.21
47644,10,10,52,6,Санкт-Петербург,43,15,Toyota,Highlander,249.0,0,2179000.0,1188,M,1S,1S,N,N,0,1,0,1.0,0,0,0.0,Санкт-Петербург,0.07
47652,11,11,52,6,Санкт-Петербург,40,9,Lada,Largus,105.0,0,390000.0,245,M,2,2,0,0,0,1,0,90.66666667,0,1,0.0,Санкт-Петербург,-0.32
47671,10,10,54,6,Москва,43,24,Honda,CR-V,150.0,0,1276200.0,2,F,1S,0,N,N,0,0,0,4.0,0,0,0.0,Москва,0.0
47673,11,11,53,6,Санкт-Петербург,38,14,Audi,Q3,170.0,0,1582000.0,1241,F,0,0,N,N,1,0,0,0.0,0,0,0.0,Ленинградская,0.01
47675,12,12,50,5,Москва,27,7,Peugeot,308,120.0,0,414582.0,N,F,0,0,0,0,1,0,0,0.0,0,3,20000.0,Москва,0.43
47676,9,9,52,6,Москва,34,11,Ford,S-Max,161.0,0,1053454.0,326,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
47678,11,11,50,5,Санкт-Петербург,52,21,Volkswagen,Tiguan,140.0,0,720000.0,N,M,0,0,1L,0,1,1,0,0.0,0,1,10000.0,Санкт-Петербург,0.0
47681,2,2,52,6,Москва,34,12,Renault,Duster,135.0,0,558000.0,16,M,1L,0,0,0,1,0,0,5.0,0,1,0.0,Москва,0.0
47689,2,2,54,6,Москва,27,1,Kia,Ceed,129.0,1,715638.0,N,M,2,2,3,3,0,0,0,16.0,0,1,10000.0,Москва,-1.0
47690,11,11,50,5,Москва,31,11,Nissan,Juke,117.0,0,815000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.0
47695,11,10,50,5,Москва,35,12,Nissan,Juke,117.0,0,664153.0,N,F,0,0,0,0,1,1,0,0.0,0,3,10000.0,Москва,-0.15
47698,10,10,54,6,Москва,47,19,Mercedes-Benz,GL,435.0,1,3450000.0,682,M,4+,4+,N,N,0,0,0,9.5,0,0,0.0,Московская,0.96
47711,11,11,53,6,Москва,43,9,Ford,Focus,125.0,1,466979.0,297,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,-0.33
47715,2,2,59,3,Санкт-Петербург,51,20,Great Wall,Hover,126.0,0,500000.0,565,M,0,0,N,N,0,0,0,0.0,0,0,50000.0,Санкт-Петербург,-0.1
47721,3,3,50,5,Санкт-Петербург,26,6,Opel,Corsa,90.0,0,364200.0,N,F,0,0,0,0,1,1,0,0.0,0,4,5000.0,Санкт-Петербург,-0.51
47723,2,2,52,6,Санкт-Петербург,33,15,Ford,Kuga,150.0,1,1258100.0,493,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-0.36
47735,10,10,52,6,Санкт-Петербург,34,0,BMW,X1,150.0,0,1225350.0,1223,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.12
47742,11,11,63,2,Москва,30,7,Kia,Ceed,129.0,1,738820.0,N,M,0,0,0,0,0,1,0,0.0,0,1,20000.0,Москва,-0.21
47744,8,8,52,6,Санкт-Петербург,31,7,Renault,Fluence,106.0,0,480435.0,171,M,0,0,1L,1L,0,1,0,0.0,0,2,15000.0,Санкт-Петербург,-0.12
47752,12,12,55,6,Москва,67,35,Hyundai,ix35,150.0,0,983180.0,1096,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,0.0
47759,1,1,52,6,Санкт-Петербург,40,8,Kia,Soul,129.0,0,655918.0,164,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Ленинградская,-0.29
47761,11,11,55,6,Москва,59,22,Hyundai,Santa Fe,175.0,0,1191870.0,1096,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.04
47763,8,8,54,6,Москва,33,7,Volkswagen,Tiguan,170.0,0,1074118.0,329,M,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Московская,0.0
47771,11,11,52,6,Москва,54,19,Kia,Sorento,175.0,1,1084774.0,360,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Тамбовская,0.0
47777,11,11,52,6,Санкт-Петербург,43,23,Toyota,RAV4,148.0,1,741395.0,1188,M,0,0,2,1L,0,1,0,0.0,0,2,0.0,Ленинградская,0.04
47778,12,12,11,1,Санкт-Петербург,40,7,Suzuki,Grand Vitara,140.0,0,786790.0,1163,M,0,0,1S,0,0,1,0,0.0,0,1,10000.0,Санкт-Петербург,-1.0
47787,10,10,52,6,Москва,27,8,Kia,Ceed,129.0,1,611223.0,326,M,0,0,1L,1L,1,0,0,0.0,0,1,0.0,Москва,0.0
47796,8,8,54,6,Москва,31,13,Volkswagen,Tiguan,170.0,1,1300000.0,2,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Москва,-0.02
47802,4,4,59,3,Санкт-Петербург,53,15,Skoda,Octavia,102.0,0,500000.0,454,M,0,0,N,N,0,0,0,0.0,0,0,50000.0,Санкт-Петербург,-0.18
47804,4,4,53,6,Санкт-Петербург,34,14,Nissan,Pathfinder,190.0,1,1655779.0,343,M,0,0,1S,1S,1,0,0,0.0,0,1,0.0,Санкт-Петербург,0.05
47818,10,10,52,6,Санкт-Петербург,65,32,Renault,Megane,106.0,1,678700.0,171,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
47822,8,8,52,6,Санкт-Петербург,41,22,Great Wall,Hover,150.0,0,604996.0,267,M,0,0,0,0,1,0,0,0.0,0,2,0.0,Санкт-Петербург,0.0
47824,10,10,52,6,Москва,31,6,Volkswagen,Tiguan,170.0,0,1114134.0,326,M,1S,1S,1S,1S,0,0,0,1.0,0,1,0.0,Москва,0.0
47834,10,10,59,3,Санкт-Петербург,44,10,УАЗ,3163 Patriot,128.0,1,689990.0,454,F,1S,1S,N,N,0,0,0,13.0,0,0,0.0,Санкт-Петербург,-0.07
47839,1,1,53,6,Санкт-Петербург,40,1,Kia,Venga,124.0,0,736500.0,917,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.58
47844,12,12,13,1,Санкт-Петербург,32,13,Mitsubishi,Lancer X,143.0,0,419580.0,117,M,0,0,0,0,0,0,0,0.0,0,4,0.0,Санкт-Петербург,0.03
47852,8,8,55,6,Москва,57,27,Suzuki,Grand Vitara,169.0,0,938059.0,1252,F,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,-1.0
47856,3,3,50,5,Санкт-Петербург,56,17,Renault,Sandero Stepway,84.0,0,411000.0,N,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.66
47864,11,11,50,5,Москва,38,14,Nissan,Note,110.0,0,418572.0,N,F,0,0,0,0,0,1,0,0.0,0,4,0.0,Москва,-0.09
47870,1,1,10,1,Москва,39,12,Hyundai,Tucson,141.0,1,491040.0,833,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-0.57
47873,12,12,55,6,Москва,31,7,Ford,Focus,125.0,1,459000.0,1096,M,0,0,0,0,0,1,0,0.0,0,3,20000.0,Москва,-0.23
47879,12,12,50,5,Москва,33,5,Kia,Ceed,122.0,0,400950.0,N,M,0,0,0,0,1,1,0,0.0,0,4,5000.0,Москва,0.05
47884,12,12,50,5,Санкт-Петербург,58,18,Nissan,Qashqai,141.0,0,659000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,12500.0,Санкт-Петербург,-0.36
47885,1,1,52,6,Санкт-Петербург,39,17,Ford,Focus,104.0,0,812000.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,20000.0,Санкт-Петербург,0.02
47887,12,12,55,6,Москва,54,21,Mitsubishi,Outlander,167.0,1,925715.0,1096,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Москва,0.06
47895,12,12,53,6,Москва,29,2,Nissan,Juke,117.0,1,658665.0,N,F,0,0,2,0,0,1,0,0.0,0,1,0.0,Московская,-0.67
47896,12,12,52,6,Москва,30,10,Kia,Sportage,150.0,0,1000318.0,360,M,2,2,0,0,1,1,0,11.66666667,0,1,0.0,Москва,0.04
47903,11,11,52,6,Санкт-Петербург,35,15,Ford,Kuga,140.0,1,1117578.0,493,M,1L,1L,0,0,1,1,0,2.0,0,1,0.0,Ленинградская,0.38
47904,12,12,6,4,Санкт-Петербург,44,13,Kia,Sorento,174.0,0,940000.0,244,F,0,0,1S,1S,0,1,0,0.0,0,3,10000.0,Санкт-Петербург,0.08
47907,12,12,53,6,Санкт-Петербург,32,11,BMW,X5,245.0,0,2200000.0,1211,M,3,3,N,N,0,0,0,12.66666667,0,0,0.0,Санкт-Петербург,0.56
47908,12,12,55,6,Москва,38,11,BMW,X6,306.0,1,3650000.0,469,M,1S,1S,N,N,0,1,0,0.0,0,0,0.0,Москва,0.57
47911,12,12,52,6,Москва,35,14,Kia,Sportage,150.0,0,1074900.0,910,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,0.04
47920,2,2,53,6,Санкт-Петербург,49,5,Suzuki,Grand Vitara,169.0,0,934390.0,924,M,1L,0,1S,1S,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.01
47921,2,2,53,6,Москва,31,11,Hyundai,Santa Fe,175.0,0,1799000.0,288,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.01
47922,3,3,50,5,Москва,35,11,Renault,Duster,135.0,0,621000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,12500.0,Москва,-0.31
47924,12,12,53,6,Москва,57,14,Mitsubishi,ASX,140.0,1,889596.0,1221,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.04
47926,8,8,50,5,Санкт-Петербург,41,23,Jeep,Grand Cherokee,286.0,0,1470670.0,N,M,0,0,0,0,0,1,0,0.0,0,2,10000.0,Санкт-Петербург,0.0
47930,3,3,63,2,Москва,51,33,ВАЗ,2114,81.0,0,162000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Москва,-0.63
47938,9,9,50,5,Санкт-Петербург,41,8,Nissan,Qashqai,141.0,0,507722.0,N,M,1L,1L,0,0,1,1,0,11.0,0,4,7500.0,Санкт-Петербург,0.0
47940,9,9,53,6,Санкт-Петербург,36,6,Audi,Q3,170.0,0,1675000.0,1241,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
47941,10,10,53,6,Санкт-Петербург,41,20,Toyota,RAV4,152.0,0,477629.0,N,M,1L,0,0,0,0,1,0,2.0,0,6,0.0,Ленинградская,0.01
47956,1,1,32,1,Санкт-Петербург,33,14,Chevrolet,Lacetti,95.0,0,206307.0,377,M,0,0,0,0,0,1,0,0.0,0,7,0.0,Ленинградская,0.05
47964,10,10,55,6,Москва,43,13,Mitsubishi,Outlander,146.0,0,918000.0,1096,M,2,2,N,N,0,0,0,15.5,0,0,0.0,Московская,-0.01
47966,1,1,50,5,Санкт-Петербург,41,20,Ford,Focus,150.0,0,535662.0,N,F,0,0,0,0,1,0,0,0.0,0,2,15000.0,Санкт-Петербург,0.21
47968,10,10,59,3,Санкт-Петербург,43,26,Lada,Largus,104.0,1,454360.0,454,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-1.0
47969,8,8,54,6,Москва,51,30,BMW,5-series,245.0,0,2231000.0,703,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Москва,0.0
47970,1,1,50,5,Санкт-Петербург,37,12,Nissan,Qashqai,117.0,1,845000.0,N,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.47
47974,2,1,52,6,Москва,55,24,Toyota,Другая модель (Легковое ТС),282.0,0,2267923.0,910,M,1L,1L,1L,1L,0,1,0,0.0,0,1,0.0,Московская,0.09
47978,2,2,1,4,Санкт-Петербург,48,25,Hyundai,ix35,150.0,1,923600.0,66,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Санкт-Петербург,0.03
47980,3,3,52,6,Санкт-Петербург,48,24,Toyota,Highlander,249.0,1,1714620.0,N,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.01
47994,2,2,55,6,Москва,71,25,Mitsubishi,Outlander XL,147.0,0,758601.0,1096,M,0,0,0,0,0,0,0,0.0,0,4,0.0,Москва,0.0
47996,11,11,52,6,Санкт-Петербург,48,21,Volkswagen,Tiguan,150.0,1,835170.0,515,F,1L,1L,0,0,0,0,0,11.0,0,1,0.0,Санкт-Петербург,0.3
48016,12,12,55,6,Москва,42,14,Hyundai,Santa Fe,197.0,0,1835000.0,1096,M,1L,1L,N,N,0,1,0,0.0,0,0,0.0,Москва,0.18
48023,10,10,50,5,Санкт-Петербург,32,13,Renault,Fluence,106.0,1,454082.0,N,M,0,0,0,0,1,1,0,0.0,1,3,0.0,Ленинградская,0.21
48028,8,8,52,6,Санкт-Петербург,45,15,BMW,X1,184.0,1,1637000.0,6,M,0,0,N,N,0,0,0,0.0,0,0,20000.0,Санкт-Петербург,-1.0
48033,9,9,53,6,Санкт-Петербург,58,5,Kia,Venga,90.0,0,639900.0,485,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.34
48035,11,11,50,5,Москва,33,10,Mazda,3,150.0,0,476329.0,N,F,0,0,0,0,1,1,0,0.0,0,5,37500.0,Москва,0.37
48036,11,11,52,6,Москва,22,1,Skoda,Fabia,70.0,0,388655.0,326,F,1S,0,1L,0,0,0,0,0.0,0,1,30000.0,Московская,-0.15
48043,12,12,53,6,Москва,68,27,Mitsubishi,ASX,140.0,0,1019990.0,1221,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.04
48045,12,12,55,6,Москва,33,3,Mitsubishi,Outlander,146.0,1,811792.0,1096,M,2,2,3,2,1,0,0,7.0,0,1,0.0,Московская,-0.01
48048,10,10,52,6,Санкт-Петербург,48,28,Ford,Mondeo,145.0,1,639846.0,493,F,1L,1L,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.84
48050,2,2,50,5,Москва,40,16,Volkswagen,Passat,160.0,0,614250.0,N,F,0,0,0,0,1,1,0,0.0,0,6,10000.0,Москва,-0.12
48051,4,4,53,6,Санкт-Петербург,58,35,Nissan,X-Trail,141.0,0,729654.0,1346,M,0,0,0,0,0,1,0,0.0,0,2,30000.0,Санкт-Петербург,0.0
48057,11,11,50,5,Санкт-Петербург,36,16,Skoda,Octavia,140.0,1,700000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,10000.0,Санкт-Петербург,-0.19
48059,11,11,55,6,Москва,54,14,Mitsubishi,Outlander,146.0,1,885591.0,1096,M,0,0,2,1S,0,0,0,0.0,0,1,0.0,Москва,-0.1
48063,9,9,53,6,Санкт-Петербург,61,31,Renault,Sandero,103.0,1,309069.0,1276,F,0,0,0,0,1,1,0,0.0,0,3,0.0,Ленинградская,-0.09
48069,10,10,54,6,Москва,34,11,Land Rover,Range Rover,340.0,0,6000000.0,506,M,1S,1S,N,N,0,0,0,2.0,0,0,0.0,Москва,0.0
48074,2,2,54,6,Москва,55,36,Honda,CR-V,150.0,0,886800.0,1323,M,0,0,0,0,0,0,0,0.0,0,3,0.0,Москва,0.04
48082,10,10,53,6,Санкт-Петербург,43,7,Mitsubishi,ASX,140.0,0,680000.0,381,F,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.0
48085,2,2,53,6,Санкт-Петербург,62,22,Toyota,Camry,181.0,0,987394.0,481,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,-0.06
48089,2,2,59,3,Санкт-Петербург,31,13,Land Rover,Discovery,249.0,0,2296000.0,454,M,0,0,0,0,1,0,0,0.0,0,1,50000.0,Санкт-Петербург,0.04
48102,2,2,10,1,Москва,32,12,Volkswagen,Passat,152.0,0,938311.0,1053,M,0,0,0,0,0,1,0,0.0,0,4,12500.0,Москва,0.05
48103,1,1,15,1,Москва,41,14,Jeep,Grand Cherokee,241.0,0,2144710.0,525,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,-0.14
48112,2,1,52,6,Москва,57,22,Kia,Sorento,174.0,1,997200.0,1372,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Московская,0.1
48116,2,2,55,6,Москва,40,22,Hyundai,ix35,150.0,1,941934.0,1096,M,1L,1L,0,0,0,0,0,0.0,0,1,0.0,Московская,-0.1
48128,12,12,53,6,Москва,54,35,Opel,Mokka,140.0,0,1039500.0,1397,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.24
48133,2,2,52,6,Москва,31,9,Ford,Focus,105.0,1,548952.0,910,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,-0.34
48134,2,2,41,1,Москва,57,22,Volvo,XC60,249.0,0,2153900.0,335,M,1S,1S,N,N,0,1,0,0.0,0,0,0.0,Москва,-1.0
48137,2,2,50,5,Санкт-Петербург,54,36,Chevrolet,Cruze,141.0,1,500000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,10000.0,Санкт-Петербург,-0.28
48139,2,2,52,6,Москва,65,33,Honda,CR-V,150.0,0,1571000.0,1362,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.24
48143,11,11,53,6,Санкт-Петербург,52,32,Hyundai,Santa Fe,197.0,0,1979000.0,1200,M,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,0.15
48147,2,2,55,6,Москва,41,14,Mitsubishi,ASX,117.0,1,618469.0,1096,M,1L,1L,0,0,0,0,0,0.0,0,1,0.0,Московская,0.06
48149,2,2,55,6,Москва,43,10,BMW,5-series GT,258.0,1,3076879.0,469,M,0,0,1S,1S,1,0,0,0.0,0,1,0.0,Московская,-0.02
48170,2,2,50,5,Москва,26,8,Audi,Q3,211.0,0,1172700.0,N,M,0,0,0,0,0,0,0,0.0,0,2,15000.0,Москва,0.05
48171,2,2,50,5,Москва,33,10,Honda,Civic,140.0,0,612300.0,N,M,0,0,0,0,1,1,0,0.0,0,2,30000.0,Москва,0.0
48183,2,2,15,1,Москва,60,23,Volkswagen,Tiguan,150.0,0,1165000.0,1021,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,-0.12
48192,2,2,55,6,Москва,38,15,Ford,Kuga,150.0,1,888060.0,1096,M,1L,1L,1L,0,0,0,0,62.0,0,1,0.0,Московская,-0.31
48198,10,10,53,6,Санкт-Петербург,23,5,Audi,A4,120.0,0,1176000.0,1200,M,1L,1L,N,N,1,0,0,5.0,0,0,30000.0,Санкт-Петербург,0.12
48203,11,11,50,5,Москва,50,13,Land Rover,Freelander,150.0,0,1205000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,10000.0,Москва,0.04
48206,9,9,17,1,Санкт-Петербург,27,2,Nissan,Note,88.0,0,391000.0,652,F,0,0,0,0,1,1,0,0.0,0,2,25000.0,Ленинградская,-0.02
48207,9,9,4,4,Санкт-Петербург,38,13,Chevrolet,Cruze,109.0,1,578000.0,1220,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
48211,10,10,53,6,Москва,29,9,Toyota,RAV4,148.0,0,921434.0,272,F,1S,1S,0,0,0,0,0,3.0,0,2,0.0,Москва,0.0
48213,1,1,53,6,Санкт-Петербург,46,27,BMW,X3,306.0,0,1500000.0,1287,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Новгородская,0.03
48218,10,10,1,4,Санкт-Петербург,36,18,Volkswagen,Jetta,102.0,0,321161.0,66,M,n/d,n/d,N,N,1,1,0,0.0,0,N,15000.0,Санкт-Петербург,-0.02
48226,2,2,53,6,Санкт-Петербург,38,19,Hyundai,Santa Fe,175.0,1,1368000.0,917,F,1S,1S,0,0,0,1,0,1.0,0,1,0.0,Санкт-Петербург,0.04
48231,8,8,52,6,Санкт-Петербург,29,11,Renault,Duster,102.0,0,513566.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.06
48234,11,11,7,4,Санкт-Петербург,51,19,Toyota,Land Cruiser 200,235.0,0,2250703.0,1227,M,0,0,2,2,1,1,0,0.0,0,2,0.0,Московская,-1.0
48238,11,11,52,6,Санкт-Петербург,51,33,Renault,Fluence,106.0,1,695824.0,1096,M,2,2,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.18
48240,11,11,59,3,Санкт-Петербург,36,12,Lada,Granta,98.0,1,261822.0,454,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.04
